2017-01-01,10203886
2017-01-02,10206616
2017-01-03,10209231
2017-01-04,10210658
2017-01-05,10213638
2017-01-06,10215820
2017-01-07,10217903
2017-01-08,10219861
2017-01-09,10220901
2017-01-10,10222507
2017-01-11,10222686
2017-01-12,10222743
2017-01-13,10223054
2017-01-14,10223882
2017-01-15,10224670
2017-01-16,10225239
2017-01-17,10225661
2017-01-18,10226239
2017-01-19,10226793
2017-01-20,10227288
2017-01-21,10227798
2017-01-22,10228227
2017-01-23,10229048
2017-01-24,10229540
2017-01-25,10229538
2017-01-26,10229521
2017-01-27,10229190
2017-01-28,10229182
2017-01-29,10229342
2017-01-30,10229568
2017-01-31,10229591
2017-02-01,10229283
2017-02-02,10228922
2017-02-03,10228250
2017-02-04,10227561
2017-02-05,10227866
2017-02-06,10230136
2017-02-07,10231592
2017-02-08,10234037
2017-02-09,10235229
2017-02-10,10236603
2017-02-11,10237206
2017-02-12,10238146
2017-02-13,10239333
2017-02-14,10241175
2017-02-15,10241864
2017-02-16,10242199
2017-02-17,10242610
2017-02-18,10244380
2017-02-19,10244349
2017-02-20,10245062
2017-02-21,10247195
2017-02-22,10248531
2017-02-23,10248811
2017-02-24,10249674
2017-02-25,10251879
2017-02-26,10252203
2017-02-27,10253841
2017-02-28,10255080
2017-03-01,10256317
2017-03-02,10256790
2017-03-03,10257642
2017-03-04,10258896
2017-03-05,10260016
2017-03-06,10260929
2017-03-07,10262392
2017-03-08,10263936
2017-03-09,10266699
2017-03-10,10269050
2017-03-11,10271747
2017-03-12,10272127
2017-03-13,10274204
2017-03-14,10276405
2017-03-15,10278423
2017-03-16,10280108
2017-03-17,10281945
2017-03-18,10284108
2017-03-19,10284774
2017-03-20,10286078
2017-03-21,10287630
2017-03-22,10288973
2017-03-23,10290852
2017-03-24,10292483
2017-03-25,10294250
2017-03-26,10294507
2017-03-27,10296026
2017-03-28,10297601
2017-03-29,10298436
2017-03-30,10299547
2017-03-31,10302176
2017-04-01,10303668
2017-04-02,10304812
2017-04-03,10306160
2017-04-04,10306700
2017-04-05,10308583
2017-04-06,10308892
2017-04-07,10309319
2017-04-08,10310238
2017-04-09,10311051
2017-04-10,10312079
2017-04-11,10313193
2017-04-12,10314364
2017-04-13,10315004
2017-04-14,10315689
2017-04-15,10314684
2017-04-16,10316020
2017-04-17,10316627
2017-04-18,10317679
2017-04-19,10319044
2017-04-20,10319041
2017-04-21,10319023
2017-04-22,10320266
2017-04-23,10320992
2017-04-24,10321377
2017-04-25,10322864
2017-04-26,10324268
2017-04-27,10324929
2017-04-28,10325936
2017-04-29,10326597
2017-04-30,10327179
2017-05-01,10327679
2017-05-02,10329248
2017-05-03,10330730
2017-05-04,10332311
2017-05-05,10333843
2017-05-06,10335443
2017-05-07,10336455
2017-05-08,10337163
2017-05-09,10338103
2017-05-10,10339295
2017-05-11,10340456
2017-05-12,10341632
2017-05-13,10342216
2017-05-14,10343268
2017-05-15,10344675
2017-05-16,10346227
2017-05-17,10347174
2017-05-18,10348492
2017-05-19,10349254
2017-05-20,10349648
2017-05-21,10350207
2017-05-22,10351263
2017-05-23,10352098
2017-05-24,10353187
2017-05-25,10353923
2017-05-26,10354449
2017-05-27,10355126
2017-05-28,10356128
2017-05-29,10357115
2017-05-30,10358606
2017-05-31,10359442
2017-06-01,10361203
2017-06-02,10362776
2017-06-03,10364248
2017-06-04,10365078
2017-06-05,10366207
2017-06-06,10366984
2017-06-07,10367990
2017-06-08,10369014
2017-06-09,10369559
2017-06-10,10370531
2017-06-11,10370955
2017-06-12,10372061
2017-06-13,10372608
2017-06-14,10374234
2017-06-15,10374811
2017-06-16,10376440
2017-06-17,10377322
2017-06-18,10378889
2017-06-19,10379748
2017-06-20,10380984
2017-06-21,10381906
2017-06-22,10383067
2017-06-23,10383383
2017-06-24,10385140
2017-06-25,10385918
2017-06-26,10386969
2017-06-27,10388393
2017-06-28,10388646
2017-06-29,10391043
2017-06-30,10392992
2017-07-01,10393051
2017-07-02,10393955
2017-07-03,10394246
2017-07-04,10394962
2017-07-05,10395073
2017-07-06,10395829
2017-07-07,10395490
2017-07-08,10396344
2017-07-09,10396459
2017-07-10,10397103
2017-07-11,10397559
2017-07-12,10398249
2017-07-13,10398289
2017-07-14,10398783
2017-07-15,10399537
2017-07-16,10400320
2017-07-17,10400787
2017-07-18,10401510
2017-07-19,10402464
2017-07-20,10404528
2017-07-21,10404277
2017-07-22,10403966
2017-07-23,10404597
2017-07-24,10405327
2017-07-25,10406622
2017-07-26,10407576
2017-07-27,10407653
2017-07-28,10407580
2017-07-29,10407821
2017-07-30,10408687
2017-07-31,10411518
2017-08-01,10413978
2017-08-02,10416536
2017-08-03,10418009
2017-08-04,10419274
2017-08-05,10421724
2017-08-06,10423517
2017-08-07,10424113
2017-08-08,10425178
2017-08-09,10424983
2017-08-10,10424781
2017-08-11,10425519
2017-08-12,10426264
2017-08-13,10426541
2017-08-14,10427005
2017-08-15,10427360
2017-08-16,10427125
2017-08-17,10426737
2017-08-18,10426262
2017-08-19,10426226
2017-08-20,10426828
2017-08-21,10427751
2017-08-22,10428593
2017-08-23,10428848
2017-08-24,10428872
2017-08-25,10428720
2017-08-26,10428294
2017-08-27,10428587
2017-08-28,10431192
2017-08-29,10432632
2017-08-30,10433549
2017-08-31,10434410
2017-09-01,10434459
2017-09-02,10434100
2017-09-03,10433708
2017-09-04,10433632
2017-09-05,10434168
2017-09-06,10435635
2017-09-07,10436951
2017-09-08,10438164
2017-09-09,10438477
2017-09-10,10438385
2017-09-11,10438724
2017-09-12,10439746
2017-09-13,10440716
2017-09-14,10441528
2017-09-15,10442134
2017-09-16,10441766
2017-09-17,10441561
2017-09-18,10442053
2017-09-19,10443099
2017-09-20,10443015
2017-09-21,10443504
2017-09-22,10443688
2017-09-23,10444499
2017-09-24,10444366
2017-09-25,10444308
2017-09-26,10444583
2017-09-27,10445898
2017-09-28,10445916
2017-09-29,10448950
2017-09-30,10452375
2017-10-01,10454647
2017-10-02,10455858
2017-10-03,10457773
2017-10-04,10477451
2017-10-05,10478196
2017-10-06,10478648
2017-10-07,10479033
2017-10-08,10480608
2017-10-09,10481478
2017-10-10,10482501
2017-10-11,10483294
2017-10-12,10484053
2017-10-13,10483686
2017-10-14,10483235
2017-10-15,10482926
2017-10-16,10483066
2017-10-17,10484548
2017-10-18,10485437
2017-10-19,10485602
2017-10-20,10485239
2017-10-21,10484812
2017-10-22,10484551
2017-10-23,10484317
2017-10-24,10484103
2017-10-25,10485059
2017-10-26,10485381
2017-10-27,10484946
2017-10-28,10485765
2017-10-29,10486419
2017-10-30,10487357
2017-10-31,10489776
2017-11-01,10491719
2017-11-02,10492675
2017-11-03,10493502
2017-11-04,10493958
2017-11-05,10494255
2017-11-06,10495099
2017-11-07,10496417
2017-11-08,10497474
2017-11-09,10498621
2017-11-10,10498646
2017-11-11,10499192
2017-11-12,10499437
2017-11-13,10500590
2017-11-14,10500460
2017-11-15,10500807
2017-11-16,10501437
2017-11-17,10501386
2017-11-18,10502289
2017-11-19,10503495
2017-11-20,10504126
2017-11-21,10504498
2017-11-22,10505022
2017-11-23,10505977
2017-11-24,10508207
2017-11-25,10509405
2017-11-26,10509904
2017-11-27,10511971
2017-11-28,10512523
2017-11-29,10514347
2017-11-30,10514957
2017-12-01,10516566
2017-12-02,10516854
2017-12-03,10518225
2017-12-04,10518485
2017-12-05,10520377
2017-12-06,10520300
2017-12-07,10520791
2017-12-08,10521331
2017-12-09,10522559
2017-12-10,10523490
2017-12-11,10525131
2017-12-12,10524927
2017-12-13,10525648
2017-12-14,10526697
2017-12-15,10526779
2017-12-16,10527822
2017-12-17,10528608
2017-12-18,10529227
2017-12-19,10530187
2017-12-20,10531709
2017-12-21,10532866
2017-12-22,10534247
2017-12-23,10536151
2017-12-24,10537853
2017-12-25,10540115
2017-12-26,10541675
2017-12-27,10542922
2017-12-28,10544251
2017-12-29,10544872
2017-12-30,10545175
2017-12-31,10546127
